time,latitude,longitude,accuracy
71,41.3275631,19.8186559,12.93
72,41.3274748,19.8186784,12.71
73,41.3276158,19.8187241,12.06
74,41.3275310,19.8186089,12.13
75,41.3274808,19.8187807,12.43
76,41.3274866,19.8186208,12.91
77,41.3275706,19.8188301,12.78
78,41.3275562,19.8188638,12.63
79,41.3275535,19.8187103,12.21
80,41.3275406,19.8187116,12.04
81,41.3276256,19.8186571,12.05
82,41.3275135,19.8186866,12.02
83,41.3273819,19.8187572,13.17
84,41.3274541,19.8188693,12.23
85,41.3275278,19.8186674,12.32
86,41.3275026,19.8187156,12.23
87,41.3274889,19.8187620,12.71
88,41.3274391,19.8186410,12.24
89,41.3275068,19.8188291,12.93
90,41.3274627,19.8187403,12.54
91,41.3275672,19.8186728,12.22
92,41.3274188,19.8185351,12.57
93,41.3275771,19.8188276,12.45
94,41.3275493,19.8186589,12.12
95,41.3273209,19.8187881,12.16
96,41.3274523,19.8189272,12.37
97,41.3274686,19.8187340,12.03
98,41.3274860,19.8187316,12.24
99,41.3275926,19.8188270,12.38
100,41.3274705,19.8186010,12.31
101,41.3274958,19.8187225,12.59
102,41.3274141,19.8186424,12.45
103,41.3275140,19.8188132,12.56
104,41.3275544,19.8185990,12.06
105,41.3274486,19.8188143,12.33
106,41.3276370,19.8186838,12.23
107,41.3274899,19.8186929,12.38
108,41.3275463,19.8187109,12.11
109,41.3274690,19.8187681,12.10
110,41.3275499,19.8187000,12.89
111,41.3275509,19.8188209,12.24
112,41.3274058,19.8187079,12.09
113,41.3274297,19.8186395,12.55
114,41.3274850,19.8187611,12.39
115,41.3275273,19.8186749,12.86
116,41.3276040,19.8186453,12.03
117,41.3274791,19.8186078,12.80
118,41.3275124,19.8187232,12.76
119,41.3274707,19.8186270,12.28
120,41.3277040,19.8188665,12.33
121,41.3276225,19.8189824,12.11
122,41.3274850,19.8188329,13.27
123,41.3275580,19.8188704,12.33
124,41.3274933,19.8186573,12.10
125,41.3276385,19.8188947,13.18
126,41.3274645,19.8187072,12.57
127,41.3275432,19.8187595,12.39
128,41.3275171,19.8186602,12.71
129,41.3274858,19.8187055,12.17
130,41.3273995,19.8187164,12.16
131,41.3273808,19.8185604,12.24
132,41.3275354,19.8187325,12.07
133,41.3275203,19.8187710,12.74
134,41.3275291,19.8187226,12.26
135,41.3274982,19.8186701,12.70
136,41.3276152,19.8187259,12.34
137,41.3274341,19.8189306,12.25
138,41.3275318,19.8188268,12.08
139,41.3276170,19.8187498,12.42
140,41.3273484,19.8186704,12.50
141,41.3274394,19.8187581,12.12
142,41.3273718,19.8187032,12.10
143,41.3276261,19.8187408,12.42
144,41.3275170,19.8186972,12.26
145,41.3275699,19.8186707,12.35
146,41.3274156,19.8186852,12.92
147,41.3275484,19.8186623,12.07
148,41.3274758,19.8187830,12.29
149,41.3275613,19.8185911,12.46
150,41.3274919,19.8185445,12.48
151,41.3275187,19.8188300,12.21
152,41.3274495,19.8187560,12.37
153,41.3274021,19.8187879,12.29
154,41.3275024,19.8185497,12.99
155,41.3274994,19.8187125,12.58
156,41.3275195,19.8187046,12.47
157,41.3275591,19.8185463,12.71
158,41.3273937,19.8187169,12.06
159,41.3272976,19.8186962,12.81
160,41.3275349,19.8187564,12.67
161,41.3274285,19.8187217,12.45
162,41.3275545,19.8186762,12.27
163,41.3274705,19.8187764,12.60
164,41.3275101,19.8187312,12.38
165,41.3274998,19.8188106,12.73
166,41.3274901,19.8188858,12.05
167,41.3274688,19.8186470,12.07
168,41.3274687,19.8186024,12.87
169,41.3274815,19.8186934,12.68
170,41.3273059,19.8187038,12.60
171,41.3275431,19.8187186,12.04
172,41.3274902,19.8186763,12.41
173,41.3274336,19.8188210,12.26
174,41.3275476,19.8187718,12.18
175,41.3273937,19.8189213,12.09
176,41.3274750,19.8188471,12.49
177,41.3274876,19.8186211,12.68
178,41.3275379,19.8187464,12.44
179,41.3275078,19.8188339,12.12
180,41.3274498,19.8187502,12.35
181,41.3275105,19.8185837,12.18
182,41.3275992,19.8187687,12.18
183,41.3274926,19.8185990,12.25
184,41.3273587,19.8186151,12.51
185,41.3274781,19.8187641,12.03
186,41.3274111,19.8186431,12.81
187,41.3274600,19.8187153,12.28
188,41.3273833,19.8187821,12.21
189,41.3274859,19.8186850,12.58
190,41.3274159,19.8187759,12.38
191,41.3275346,19.8186484,12.59
192,41.3274323,19.8185359,12.10
193,41.3275237,19.8186560,12.85
194,41.3275148,19.8187124,12.09
195,41.3274231,19.8187574,12.57
196,41.3274603,19.8188686,12.54
197,41.3275517,19.8187510,12.25
198,41.3275293,19.8188761,12.09
199,41.3273819,19.8186036,12.19
200,41.3274548,19.8186164,12.92
201,41.3275467,19.8186152,12.42
202,41.3274932,19.8185764,12.19
203,41.3273589,19.8187778,12.06
204,41.3275393,19.8189208,12.44
205,41.3274833,19.8188352,12.09
206,41.3275059,19.8187739,12.14
207,41.3275044,19.8186579,12.63
208,41.3275252,19.8188122,12.28
209,41.3274889,19.8185948,12.70
210,41.3274231,19.8186382,12.40
211,41.3273956,19.8187521,12.10
212,41.3274594,19.8187150,12.60
213,41.3276240,19.8186312,12.94
214,41.3274382,19.8188081,12.22
215,41.3274332,19.8187290,12.07
216,41.3276087,19.8186868,12.33
217,41.3275324,19.8186364,12.39
218,41.3274283,19.8186870,12.64
219,41.3273469,19.8185401,12.33
220,41.3273732,19.8186038,12.25
221,41.3274473,19.8186445,12.08
222,41.3274853,19.8187200,12.04
223,41.3275483,19.8186369,12.13
224,41.3275547,19.8185290,12.69
225,41.3274004,19.8186784,12.22
226,41.3274156,19.8186541,12.36
227,41.3275079,19.8186818,12.37
228,41.3274638,19.8186872,12.25
229,41.3275044,19.8189046,12.23
230,41.3274965,19.8187023,12.80
231,41.3274975,19.8185287,12.08
232,41.3274015,19.8186504,12.39
233,41.3274856,19.8186571,12.29
234,41.3275314,19.8186015,12.26
235,41.3274859,19.8187162,12.53
236,41.3273404,19.8186507,12.08
237,41.3274893,19.8185708,12.09
238,41.3274372,19.8185850,12.21
239,41.3275127,19.8185940,12.52
240,41.3275201,19.8188097,12.46
241,41.3275692,19.8187510,12.51
242,41.3275103,19.8186617,12.54
243,41.3273949,19.8188368,12.36
244,41.3275107,19.8187220,12.93
245,41.3274770,19.8187507,12.46
246,41.3275541,19.8188558,12.33
247,41.3274928,19.8186668,12.05
248,41.3275197,19.8186544,12.22
249,41.3275152,19.8186773,12.31
250,41.3275285,19.8185117,12.06
251,41.3275461,19.8188164,12.87
252,41.3273914,19.8186278,12.51
253,41.3274777,19.8187355,12.28
254,41.3275906,19.8184876,12.97
255,41.3274482,19.8185066,12.39
256,41.3275203,19.8189062,12.87
257,41.3274248,19.8186738,12.50
258,41.3276292,19.8186698,13.17
259,41.3274109,19.8186140,12.15
260,41.3275197,19.8186383,12.20
261,41.3274072,19.8186352,12.61
262,41.3274618,19.8187562,12.13
263,41.3275454,19.8185948,12.11
264,41.3274790,19.8185837,12.19
265,41.3274911,19.8186146,12.02
266,41.3274223,19.8188368,12.34
267,41.3275319,19.8187969,12.05
268,41.3274653,19.8185702,12.48
269,41.3273884,19.8187063,12.55
270,41.3274962,19.8186441,12.45
271,41.3274176,19.8187714,12.20
272,41.3275190,19.8186027,12.87
273,41.3274824,19.8184733,12.16
274,41.3276421,19.8187450,12.06
275,41.3274669,19.8186314,12.45
276,41.3274736,19.8186505,12.36
277,41.3275172,19.8186647,12.82
278,41.3274256,19.8186717,12.12
279,41.3274556,19.8185498,12.50
280,41.3274623,19.8185223,12.35
281,41.3275400,19.8188167,12.45
282,41.3275259,19.8187483,12.84
283,41.3275883,19.8186342,12.56
284,41.3275554,19.8187559,13.18
285,41.3276210,19.8185603,12.51
286,41.3275253,19.8186814,12.39
287,41.3274853,19.8187271,12.16
288,41.3274171,19.8186403,12.50
289,41.3275041,19.8185933,13.31
290,41.3275100,19.8188469,12.49
291,41.3273797,19.8185797,12.18
292,41.3275012,19.8185527,12.06
293,41.3275816,19.8186920,12.48
294,41.3275169,19.8186476,12.41
295,41.3275389,19.8186139,12.41
296,41.3274880,19.8187363,12.33
297,41.3274869,19.8187935,12.01
298,41.3275500,19.8186971,12.35
299,41.3274858,19.8187856,12.91
300,41.3275031,19.8187415,12.39
301,41.3275601,19.8186298,12.12
302,41.3275079,19.8185996,12.73
303,41.3274423,19.8185074,12.48
304,41.3274169,19.8187245,12.39
305,41.3276188,19.8186342,12.41
306,41.3274211,19.8186241,13.05
307,41.3274858,19.8187859,12.43
308,41.3274837,19.8186082,12.74
309,41.3274429,19.8185146,12.79
310,41.3274208,19.8187232,12.09
311,41.3274912,19.8187399,12.27
312,41.3274623,19.8187522,12.45
313,41.3274464,19.8187327,12.42
314,41.3274948,19.8185935,12.23
315,41.3275356,19.8186632,12.31
316,41.3276384,19.8187919,12.19
317,41.3275713,19.8185247,12.08
318,41.3275068,19.8187408,12.12
319,41.3275153,19.8186034,12.39
320,41.3275450,19.8185398,12.54
321,41.3274572,19.8186269,12.03
322,41.3275537,19.8186892,12.76
323,41.3275401,19.8186316,12.59
324,41.3276599,19.8186040,12.06
325,41.3275181,19.8186375,12.73
326,41.3275655,19.8186722,12.96
327,41.3275879,19.8186463,12.35
328,41.3275290,19.8186982,12.23
329,41.3275115,19.8186803,12.54
330,41.3274494,19.8187658,12.43
331,41.3275054,19.8186082,12.07
332,41.3275609,19.8186356,12.38
333,41.3275434,19.8186384,12.19
334,41.3275545,19.8186014,12.66
335,41.3275639,19.8187191,12.14
336,41.3274920,19.8187555,12.42
337,41.3275203,19.8186549,12.85
338,41.3275132,19.8185903,12.61
339,41.3275218,19.8186324,12.14
340,41.3275922,19.8187408,12.43
341,41.3274397,19.8187587,12.16
342,41.3275648,19.8186637,12.80
343,41.3276027,19.8187564,12.63
344,41.3274970,19.8187818,12.57
345,41.3274963,19.8186476,12.55
346,41.3274563,19.8186521,12.44
347,41.3275109,19.8188456,12.39
348,41.3275514,19.8186299,12.16
349,41.3274494,19.8187586,12.28
350,41.3275653,19.8186793,12.06
351,41.3274498,19.8188033,12.67
352,41.3275030,19.8186728,12.02
353,41.3274399,19.8185154,12.31
354,41.3276169,19.8186346,12.01
355,41.3274497,19.8187770,12.20
356,41.3276339,19.8186418,12.28
357,41.3274455,19.8185326,12.82
358,41.3275464,19.8185537,12.15
359,41.3276884,19.8186586,12.31
360,41.3276759,19.8186719,12.30
361,41.3275573,19.8185820,12.41
362,41.3275726,19.8184893,12.34
363,41.3274858,19.8185848,13.28
364,41.3275012,19.8186299,12.34
365,41.3275189,19.8187068,12.41
366,41.3275986,19.8185227,12.30
367,41.3275297,19.8188579,12.25
368,41.3273515,19.8186376,12.65
369,41.3274790,19.8187279,12.31
370,41.3274869,19.8186164,12.29
371,41.3275641,19.8186068,12.41
372,41.3275046,19.8187487,12.16
373,41.3275489,19.8187080,12.15
374,41.3275464,19.8187757,12.30
375,41.3275682,19.8187084,12.22
376,41.3275972,19.8187287,12.56
377,41.3275268,19.8187843,12.91
378,41.3275139,19.8187485,13.04
379,41.3275654,19.8186913,12.35
380,41.3275075,19.8187522,12.09
381,41.3274056,19.8186349,12.57
382,41.3276357,19.8186791,12.28
383,41.3274857,19.8186074,12.00
384,41.3275820,19.8187234,12.35
385,41.3276203,19.8187495,12.34
386,41.3273778,19.8185970,12.79
387,41.3275029,19.8186898,12.82
388,41.3274773,19.8186201,12.13
389,41.3275573,19.8186618,12.20
390,41.3274718,19.8186463,12.12
391,41.3275807,19.8186110,12.41
392,41.3275459,19.8185703,12.29
393,41.3276294,19.8186005,12.20
394,41.3274612,19.8186974,12.06
395,41.3275008,19.8187255,12.99
396,41.3275594,19.8187976,12.66
397,41.3275660,19.8185907,12.32
398,41.3275723,19.8185855,12.16
399,41.3276606,19.8186780,12.20
